In vivo interactions of RNA polymerase II with genes of Drosophila melanogaster,3018544,10.1128/mcb.5.8.2009,"We describe a method for examining the in vivo distribution of a protein on specific eucaryotic DNA sequences. In this method, proteins are cross-linked to DNA in intact cells, and the protein-DNA adducts are isolated by immunoprecipitation with antiserum against the protein. Characterization of the DNA cross-linked to the precipitated protein identifies the sequences with which the protein is associated in vivo. Here, we applied these methods to detect RNA polymerase II-DNA interactions in heat-shocked and untreated Drosophila melanogaster Schneider line 2 cells. The level of RNA polymerase II associated with several heat shock genes increased dramatically in response to heat shock, whereas the level associated with the copia genes decreased, indicating that both induction of heat shock gene expression and repression of the copia gene expression by heat shock occur at the transcriptional level. Low levels of RNA polymerase II were present on DNA outside of the transcription units, and for at least two genes, hsp83 and hsp26, RNA polymerase II initiated binding near the transcription start site. Moreover, for hsp70, the density of RNA polymerase II on sequences downstream of the polyadenylate addition site was much lower than that observed on the gene internal sequences. Examination of the amount of specific restriction fragments cross-linked to RNA polymerase II provides a means of detecting RNA polymerase II on individual members of multigene families. This analysis shows that RNA polymerase II is associated with only one of the two cytoplasmic actin genes.",1985,"D S Gilmour, J T Lis, D S Gilmour, J T Lis"
Mutations in the Drosophila melanogaster gene encoding S-adenosylmethionine synthetase [corrected] suppress position-effect variegation,8725236,,"In Drosophila melanogaster, the study of trans-acting modifier mutations of position-effect variegation and Polycomb group (Pc-G) genes have been useful tools to investigate genes involved in chromatin structure. We have cloned a modifier gene, Suppressor of zeste 5 (Su(z)5), which encodes S-adenosylmethionine synthetase, and we present here molecular results and data concerning its expression in mutants and genetic interactions. The mutant alleles Su(z)5, l(2)R23 and l(2)M6 show suppression of wm4 and also of two white mutants induced by roo element insertions in the regulatory region i.e., wis (in combination with z1) and wsp1. Two of the Su(z)5 alleles, as well as a deletion of the gene, also act as enhancers of Polycomb by increasing the size of sex combs on midleg. The results suggest that Su(z)5 is connected with regulation of chromatin structure. The enzyme S-adenosylmethionine synthetase is involved in the synthesis of S-adenosylmethionine, a methyl group donor and also, after decarboxylation, a propylamino group donor in the bio-synthesis of polyamines. Our results from HPLC analysis show that in ovaries from heterozygous Su(z)5 mutants the content of spermine is significantly reduced. Results presented here suggest that polyamines are an important molecule class in the regulation of chromatin structure.",1996,"J Larsson, J Zhang, A Rasmuson-Lestander, J Larsson, J Zhang, A Rasmuson-Lestander"
Chromatin and gene regulation at the onset of embryonic development,9021871,,"Major transitions in chromosome and chromatin structure occur during development. Recent genetic and biochemical experiments demonstrate that these alterations in genome organization make significant contributions to establishing and maintaining states of differential transcriptional activity. Developmentally regulated changes in histone variants have a causal role in determining patterns of gene activity, directing the repression of specific eukaryotic genes. Chromosomal proteins such as Polycomb stabilize and maintain transcriptionally repressed states. Proteins regulating mitotic chromosome condensation have a role in determining the overall transcriptional activity of a chromosome. In this review, I place the developmental roles of these chromosomal constituents in a structural and functional context. Considerable insight now exists into the molecular mechanisms regulating chromosomal activity during development. Chromosomal architecture is emerging as a key controlling influence in the developmental regulation of gene expression. Recent genetic experiments using Caenorhabditis elegans, Drosophila melanogaster and the mouse have provided clear evidence for the functional differentiation of chromosomal structures during development. Chromosomes are visualized as highly specialized entities, within which the activity of particular domains is largely determined by defined structural proteins. At a more local level, the mechanisms regulating gene transcription during early embryogenesis in Xenopus and the mouse have been found to be dependent on the biochemical composition of individual nucleosomes. Thus, variation in the type and modification of chromosomal and chromatin structural proteins provides a dominant means of controlling the transcriptional activity of individual genes, individual chromosomal domains and of entire chromosomes. The focus of this review is to summarize these recent advances and to discuss their implications for developmental biology.",1996,"A P Wolffe, A P Wolffe"
"daughterless is required for Drosophila photoreceptor cell determination, eye morphogenesis, and cell cycle progression",8873754,10.1006/dbio.1996.0241,"Initiation of Drosophila peripheral nervous system (PNS) development requires the achaete-scute complex (AS-C) and the atonal (ato) genes. The AS-C and ato encode basic helix-loop-helix (bHLH) transcription factors that dimerize in vitro with another bHLH protein, daughterless (da). da has many functions during Drosophila embryonic development, as it is required for proper sex determination, oogenesis, and neurogenesis. Here, we examine the expression and function of da within the developing Drosophila eye. The use of a monoclonal antibody to the Da protein revealed that Da levels are modulated across the developing eye disc. Within the morphogenetic furrow (MF) and photoreceptor cell R8, there is a cell-by-cell correspondence between high levels of Da protein expression and Ato protein expression. Mosaic analysis of adult tissue demonstrates that da function is cell autonomous and required within R2, R3, R4, R5, and R8. Examination of gene expression in da- imaginal disc clones reveals that da regulates Ato expression in the MF, affects the progression of the MF, and is necessary for the reestablishment of the G2 and M phases of the synchronized cell cycle posterior to the MF.",1996,"N L Brown, S W Paddock, C A Sattler, C Cronmiller, B J Thomas, S B Carroll, N L Brown, S W Paddock, C A Sattler, C Cronmiller, B J Thomas, S B Carroll"
ERp60 does not substitute for protein disulphide isomerase as the beta-subunit of prolyl 4-hydroxylase,8687406,10.1042/bj3160599,"Prolyl 4-hydroxylase (EC 1.14.11.2) catalyses the formation of 4-hydroxyproline in collagens. The vertebrate enzymes are alpha 2 beta 2 tetramers while the Caenorhabditis elegans enzyme is an alpha beta dimer. The beta-subunit is identical to protein disulphide isomerase (PDI), a multifunctional endoplasmic reticulum luminal polypeptide. ERp60 is a PDI isoform that was initially misidentified as a phosphatidylinositol-specific phospholipase C. We report here on the cloning and expression of the human and Drosophila ERp60 polypeptides. The overall amino acid sequence identity and similarity between the processed human ERp60 and PDI polypeptides are 29% and 56% respectively, and those between the Drosophila ERp60 and human PDI polypeptides 29% and 55%. The two ERp60 polypeptides were found to be similar to human PDI within almost all their domains, the only exception being the extreme C-terminal region. Nevertheless, when the human or Drosophila ERp60 was expressed in insect cells together with an alpha-subunit of human prolyl 4-hydroxylase, no tetramer was formed and no prolyl 4-hydroxylase activity was generated in the cells. Additional experiments with hybrid polypeptides in which the C-terminal regions had been exchanged between the human ERp60 and PDI polypeptides demonstrated that the differences in the C-terminal region are not the only reason for the lack of prolyl 4-hydroxylase tetramer formation by ERp60.",1996,"P Koivunen, T Helaakoski, P Annunen, J Veijola, S Räisänen, T Pihlajaniemi, K I Kivirikko, P Koivunen, T Helaakoski, P Annunen, J Veijola, S Räisänen, T Pihlajaniemi, K I Kivirikko"
The nonreceptor protein tyrosine phosphatase corkscrew functions in multiple receptor tyrosine kinase pathways in Drosophila,8948575,10.1006/dbio.1996.0285,"Corkscrew (csw) encodes a nonreceptor protein tyrosine phosphatase (PTPase) that has been implicated in signaling from the Torso receptor tyrosine kinase (RTK). csw mutations, unlike tor mutations, are associated with zygotic lethality, indicating that Csw plays additional roles during development. We have conducted a detailed phenotypic analysis of csw mutations to identify these additional functions of Csw. Our results indicate that Csw operates positively downstream of other Drosophila RTKs such as the Drosophila epidermal growth factor receptor (DER), the fibroblast growth factor receptor (Breathless), and likely other RTKs. This model is substantiated by specific dosage interactions between csw and DER. It is proposed that Csw is part of the evolutionarily conserved ""signaling cassette"" that operates downstream of all RTKs. In support of this hypothesis, we demonstrate that SHP-2, a vertebrate PTPase similar to Csw and previously implicated in RTK signaling, encodes the functional vertebrate homologue of Csw.",1996,"L A Perkins, M R Johnson, M B Melnick, N Perrimon, L A Perkins, M R Johnson, M B Melnick, N Perrimon"
Neurogenesis in the insect central nervous system,8794042,10.1016/s0959-4388(96)80004-3,"Recent advances provide an increasingly sophisticated understanding of Drosophila CNS development. First, genes have been identified that specify unique neuroblast cell fates. Second, neuroblasts have been found to use a novel mechanism for asymmetric localization of proteins into one daughter cell at mitosis. Third, a gene controlling the choice between glial/neuronal determination has been discovered. And finally, new cell-lineage methods are being used to determine the entire lineage of identified neuroblasts, including axon projections and synaptic contacts.",1996,"C Q Doe, J B Skeath, C Q Doe, J B Skeath"
Molecular structure of rare but geographically widespread sn-glycerol-3-phosphate dehydrogenase 'ultra-fast' electrophoretic alleles in Drosophila melanogaster,8901136,10.1007/BF00054623,"Six naturally occurring but rare alleles of sn-glycerol-3-phosphate dehydrogenase (Gpdh) in Drosophila melanogaster have been investigated in this study. They all belong to a class of GpdhUF (ultra-fast) alleles, because their electrophoretic mobilities are faster than that of the GpdhF (fast) allele. The GpdhUF variants are widespread, and have been reported from five continents. DNA sequence analysis has shown that the change in electrophoretic mobility was in each allele caused by a single amino acid residue substitution in the encoded protein. In the XiamenUF allele it is a substitution of lysine (AAA) to asparagine (AAT) in exon 1 (residue 3). An asparagine (AAT) to aspartate (GAT) change was found in exon 6 (residue 336) in the IowaUF and NetherlandsUF alleles. The mobility of the RaleighUF allele was altered by a valine (GTG) to glutamate (GAG) substitution in exon 3 (residue 76). Two mutations were detected in the BrazzavilleUF allele: a lysine (AAG) to methionine (ATG) substitution in exon 2 (residue 68) is responsible for the ultra-fast phenotype of this variant, while a tyrosine (TAT) to phenylalanine (TTT) substitution in exon 4 (residue 244) is not expected to alter the electrophoretic mobility of the encoded protein. These results indicate that the GpdhUF alleles originate from different mutational events, and only two of them--IowaUF and NetherlandsUF--might share a common ancestry. The GPDH activity of the IowaUF allele is intermediate between those of the GpdhS and GpdhF control stocks. The other GpdhUF variants have lower activities than the controls: XiamenUF--83%, RaleighUF--80% and BrazzavilleUF--73% of the GpdhF control.",1996,"T M Wilanowski, P T Barnes, J B Gibson, T M Wilanowski, P T Barnes, J B Gibson"
A human Mad protein acting as a BMP-regulated transcriptional activator,8637600,10.1038/381620a0,"The TGF-beta/activin/BMP cytokine family signals through serine/threonine kinase receptors, but how the receptors transduce the signal is unknown. The Mad (Mothers against decapentaplegic) gene from Drosophila and the related Sma genes from Caenorhabditis elegans have been genetically implicated in signalling by members of the bone-morphogenetic-protein (BMP) subfamily. We have cloned Smad1, a human homologue of Mad and Sma. Microinjection of Smad1 messenger RNA into Xenopus embryo animal caps mimics the mesoderm-ventralizing effects of BMP4. Smad1 moves into the nucleus in response to BMP4. Smad1 has transcriptional activity when fused to a heterologous DNA-binding domain, and this activity is increased by BMP4 acting through BMP-receptor types I and II. The transactivating activity resides in the conserved carboxy-terminal domain of Smad1 and is disrupted by a nonsense mutation that corresponds to null mutations found in Mad and in the related gene DPC4, a candidate tumour-suppressor gene in human pancreatic cancer. Additionally, we show that DPC4 contains a transcriptional activation domain. The results suggests that the Smad proteins are a new class of transcription factors that mediate responses to the TGF-beta family.",1996,"F Liu, A Hata, J C Baker, J Doody, J Cárcamo, R M Harland, J Massagué, F Liu, A Hata, J C Baker, J Doody, J Cárcamo, R M Harland, J Massagué"
Genetic analysis of oxygen defense mechanisms in Drosophila melanogaster and identification of a novel behavioural mutant with a Shaker phenotype,8776866,10.1139/g96-094,"Mutants of Drosophila melanogaster that lack Cu/Zn superoxide dismutase or urate are hypersensitive to reactive oxygen species (ROS) generated in vivo by the redox-cycling agent paraquat. We have subsequently employed paraquat as a selective agent to identify adult viable mutants potentially defective in other, perhaps unknown, components of ROS metabolism. Paraquat screening of ethyl methanesulfonate-induced second- and third-chromosome mutations yielded 24 paraquat hypersensitive mutants. Two mutants were identified as being new alleles of the previously identified doublesex (dsx) and pink (p) genes. The remainder of the mutations identified previously undescribed genes, including one second chromosome paraquat hypersensitive mutant that was found to exhibit shaking legs, abdomen pulsations, and body shuddering under ether anaesthesia. This recessive mutation was mapped to the polytene chromosome region of 48A5-48B2 and defines a new gene we named quiver (qvr). This mutation is similar in phenotype to the Shaker (Sh), ether-a-gogo (eag), and Hyperkinetic (Hk) mutations, all of which affect potassium channel function in D. melanogaster.",1996,"J M Humphreys, B Duyf, M L Joiner, J P Phillips, A J Hilliker, J M Humphreys, B Duyf, M L Joiner, J P Phillips, A J Hilliker"
Time-dependent responses to glp-1-mediated inductions in early C. elegans embryos,8681785,,"In an embryo of the nematode Caenorhabditis elegans, two blastomeres at the 4-cell stage, ABa and ABp, are born with equivalent developmental potential. Subsequently, interactions with the P2 blastomere at the 4-cell stage and the MS blastomere at the 12-cell stage generate differences in developmental fate among descendants of ABa and ABp. We have reproduced these inductions in vitro using embryonic blastomeres isolated in cell-culture medium. We show that during these inductions only the responding AB descendants require the activity of the glp-1 gene, which is similar in sequence to Drosophila Notch, supporting models in which GLP-1 protein acts as a receptor for both the P2 and MS signals. We also show that P2 signaling requires the activity of the apx-1 gene, similar in sequence to Drosophila Delta, and that MS signaling requires the putative transcription factor SKN-1. We present evidence that the primary factor determining the different responses to these two signals is the age of the AB descendants, not the identity of the signaling cell or ligand. Therefore, we suggest that time-dependent changes in factors within AB descendants are responsible for their different responses to inductive signals that use a common receptor.",1996,"C A Shelton, B Bowerman, C A Shelton, B Bowerman"
Spermatogenesis in Drosophila,8735926,,"A short summary on the present knowledge on spermatogenesis in Drosophila is given which also points out particular questions of interest in the context of this morphogenetic process. Such points of interest are the formation of lampbrush loops in primary spermatocytes, the chromosomal events during meiosis, the occurrence of chromatin rearrangements and the regulation of gene activities at the posttranscriptional level. The activities and some major conclusions from my laboratory are subsequently described. They include studies of the expression of histone variants, the structure and function of lampbrush loops and the expression of genes participating in sperm morphogenesis.",1996,"W Hennig, W Hennig"
Aging mechanisms in fruit files,8885717,10.1002/bies.950181006,"Genetic analysis of Drosophila has provided evidence in support of two proposed evolutionary genetic mechanisms of aging: mutation accumulation and antagonistic pleiotropy. Both mechanisms result from the lack of natural selection acting on old organisms. Analyses of large numbers of files have revealed that mortality rates do not continue to rise with age as previously thought, but plateau at advanced ages. This phenomenon has implications both for models and for definitions of aging, and may be explained by the evolutionary theories. The physiological processes and genes most relevant to aging are being identified using Drosophila lines selected in the laboratory for postponed senescence. Oxidative stress and insufficient metabolic reserves/capacity may be particularly important factors in limiting the fruitfly lifespan. Genes which exhibit aging-related changes in expression are now being identified. Transgenic files are being used to analyze the mechanisms of such aging-related gene expression, and to test the effects of specific genes on aging and aging-related deterioration.",1996,"J Tower, J Tower"
Differential regulation of choline acetyltransferase expression in adult Drosophila melanogaster brain,8738750,10.1002/(SICI)1097-4695(199606)30:2<205::AID-NEU3>3.0.CO;2-9,"Choline acetyltransferase (ChAT,E.C.2.3.1.6) catalyzes the synthesis of acetylcholine, and is considered to be a phenotypic marker specific for cholinergic neurons. In situ hybridization using a nonradioactive cRNA probe identified a large number of cell bodies expressing ChAT mRNA in the cortices of wild-type Drosophila melanogaster brain. Strong labeling is remarkable in the cortical regions associated with the lamina and antennal lobe, and also in the median neurosecretory (MNS) cells within pars intercerebralis, suggesting that some of the lamina monopolar neurons, antennal interneurons, and MNS cells are cholinergic. In two temperature-sensitive mutant alleles, Chats1 and Chats2, most hybridization signal disappears after exposure to a restrictive temperature (30 degrees C). Loss of signal is especially evident in the optic lobes. Some centrally located neurons, however, continue to express ChAT mRNA and are thus likely to have expression controlled in a different way than the majority of cholinergic neurons. Immunocytochemistry, using a ChAT specific monoclonal antibody, identified two sets of paired neurons located in the posterior cortex of the brain. These neurons persist in ChAT immunoreactivity even in the Chats mutants exposed to restrictive temperature. ChAT mRNA is also detectable in the corresponding cell bodies when Chats mutants are held at restrictive temperature. Our findings demonstrate some specific cholinergic neurons in Drosophila brain, and indicate that ChAT expression is differentially regulated in particular sets of cholinergic neurons.",1996,"K Yasuyama, T Kitamoto, P M Salvaterra, K Yasuyama, T Kitamoto, P M Salvaterra"
"Dromyosuppressin and drosulfakinin, two structurally related Drosophila neuropeptides, are uniquely expressed in the adult central nervous system",9160985,10.1111/j.1749-6632.1997.tb46173.x,"Drosophila myosuppressin (TDVDHVFLRFamide; DMS) and sulfakinin (FDDYGHMRFamide; DSK) have similar C-terminal structures. To determine the neuronal expression patterns of these structurally related peptides, we have generated DMS- and DSK-specific antisera to multiple antigenic peptides and performed double-label immunochemistry with antisera raised on different animals of the same species host animal. Our data indicate that DMS and DSK staining patterns in the adult central nervous system are unique and nonoverlapping.",1997,"R Nichols, J McCormick, I Lim, R Nichols, J McCormick, I Lim"
Distribution of topoisomerase II-mediated cleavage sites and relation to structural and functional landmarks in 830 kb of Drosophila DNA,9153300,10.1093/nar/25.11.2041,"The pattern of sites for cleavage mediated by topoisomerase II was determined in 830 kb of cloned DNA from the Drosophila X chromosome, with the objectives of comparing it with mapped structural and functional landmarks and examining if the correlations with such landmarks reported in individual loci can be generalized to a region approximately 100 times longer. The relative frequencies of topoisomerase II cleavage sites in 247 restriction fragments from 67 clones were quantified by hybridization with probes prepared from DNA fragments which abutted all cleavage sites in each clone, selected through the covalently bound topoisomerase II subunit; the specificity and quantitative nature of this method were demonstrated using a plasmid DNA model. The 12 restriction fragments with strong nuclear scaffold attachment (SAR) activity, of which seven possess autonomous replication (ARS) activity, show statistically strong coincidence or contiguity ( P </=0.11) with regions of high topoisomerase II cleavage site frequency. These regions show no correlation with repetitive sequence or A/T or C/G content and some extend over >10 kb; their sensitivity is therefore unlikely to be due to alternating purine-pyrimidine repeats or regions of Z conformation, which are preferred motifs. The hypothesis that they possess intrinsic curvature is consistent with the similarity of their length and spacing to regions of predicted curvature in the 315 kb DNA of Saccharomyces cerevisiae chromosome III and with the reported strong binding preference of topoisomerase II for curved DNA. The topoisomerase II cleavage pattern in this DNA further shows that its relationships to functional properties seen in individual loci, especially to MAR/SAR and ARS activity and to the restricted accessibility of DNA to topoisomerase II in vivo, can be generalized to much longer regions of the genome.",1997,"R Miassod, S V Razin, R Hancock, R Miassod, S V Razin, R Hancock"
"Divergence of the yellow gene between Drosophila melanogaster and D. subobscura: recombination rate, codon bias and synonymous substitutions",9286677,,"The yellow (y) gene maps near the telomere of the X chromosome in Drosophila melanogaster but not in D. subobscura. Thus the strong reduction in the recombination rate associated with telomeric regions is not expected in D. subobscura. To study the divergence of a gene whose recombination rate differs between two species, the y gene of D. subobscura was sequenced. Sequence comparison between D. melanogaster and D. subobscura revealed several elements conserved in noncoding regions that may correspond to putative cis-acting regulatory sequences. Divergence in the y gene coding region between D. subobscura and D. melanogaster was compared with that found in other genes sequenced in both species. Both, yellow and scute exhibit an unusually high number of synonymous substitutions per site (ps). Also for these genes, the extent of codon bias differs between both species, being much higher in D. subobscura than in D. melanogaster. This pattern of divergence is consistent with the hitchhiking and background selection models that predict an increase in the fixation rate of slightly deleterious mutations and a decrease in the rate of fixation of slightly advantageous mutations in regions with low recombination rates such as in the y-sc gene region of D. melanogaster.",1997,"A Munté, M Aguadé, C Segarra, A Munté, M Aguadé, C Segarra"
Drosophila laminin binds to mammalian nidogen and to heparan sulfate proteoglycan,9183014,10.1111/j.1432-1033.1997.t01-1-00745.x,"A Drosophila laminin that has the chain composition alpha5 beta1 gamma1, relative to mammalian laminins, bound human and mouse nidogen almost as strongly as mouse laminin-1 (alpha1 beta1 gamma1) in solid-phase assays, and had only a fourfold lower affinity in a radioligand competition test. This is due to a short, highly conserved sequence that occurs in both laminin gamma1 chains and which binds nidogen. When the single conservative amino acid difference between the two sequences (Tyr-->His) was introduced into the mouse laminin binding module gamma1 III4 it failed to cause any change of binding. A high affinity between Drosophila laminin and mouse nidogen resulted in the formation of a stable complex in solution. Drosophila laminin also bound to the mouse heparan sulfate proteoglycan perlecan and the formation of this complex was inhibited by heparin, but not by chondroitin sulfate. In addition, a weaker connection between the core protein of mouse perlecan and Drosophila laminin can be mediated through nidogen. Elastase and other proteases degraded Drosophila laminin to a restricted number of larger fragments (40-300 kDa), almost all of which were bound to a heparin affinity column. Three fragments could be displaced at low salt concentration and were derived from the short arms of the Drosophila laminin, as shown by sequence analysis. A more strongly bound 50-kDa fragment apparently comprised the globular domains LG2 and LG3 derived from the C-terminal part of its alpha chain. Therefore, Drosophila laminin and mouse laminin-1 differ in certain aspects of protease stability and heparin-binding sites that, in part, can be attributed to their different alpha chains. The data suggest the existence of a nidogen analog and heparan sulfate proteoglycans in Drosophila, which remain to be identified.",1997,"U Mayer, K Mann, L I Fessler, J H Fessler, R Timpl, U Mayer, K Mann, L I Fessler, J H Fessler, R Timpl"
Molecular organization of an individual Drosophila polytene chromomere: transcribed sequences in the 10A1-2 band,9439569,10.1007/s004380050623,"Complete cloning of the DNA in the cytogenetic region 9F12-10A7 has allowed us to analyze the fine structure of an individual polytene chromomere in Drosophila melanogaster. In this report we identify the transcriptionally active fragments within the 10A1-2 band. At least 22 DNA fragments representing multiple distinct transcription units are active during embryogenesis, in third-instar larva or in isolated larval tissues. The transcribed fragments are significantly (at least sevenfold) more numerous than the three genetically defined complementation groups in the 10A1-2 band. One of the transcriptionally active zones detected encompasses a previously unsuspected homologue of the genes Delta and Serrate.",1997,"T Kozlova, I F Zhimulev, F C Kafatos, T Kozlova, I F Zhimulev, F C Kafatos"
Analysis of the structure and expression fo the TFIIB gene in Drosophila melanogaster,9264025,,"We have isolated and characterized a genomic clone encoding the Drosophila melanogaster transcription factor IIB (TFIIB). The coding region of the TFIIB gene is interrupted by three short introns. The 5'-flanking region of the gene lacks the typical TATA box sequence like those of other known genes encoding the general transcription factors. In addition, the 5'-flanking region of the gene contains several common DNA sequences present in Drosophila TBP and TFIIS genes, suggesting the common regulation mechanism of gene expression. RNA blot analysis revealed that the gene expresses 1.6 kb, 1.3 kb and 1.2 kb mRNAs throughout development and in adults. Deletion analysis of the promoter region shows that the minimal promoter necessary for efficient expression is located between -698 (PstI) and +60 relative to the transcription start point. Within this minimal promoter region, the upstream regulatory element responsible for the stimulation of gene expression may exist in the DNA fragment between -698 (PsfI) and -351 (StuI).",1997,"K S Lee, Y Oh, G Baek, J Yoon, K Han, N Cho, K Baek, K S Lee, Y Oh, G Baek, J Yoon, K Han, N Cho, K Baek"
[Disordered development of Drosophila melanogaster embryos mosaic for the Notch gene],9304093,,"Gene Notch codes for a transmembrane protein, which is involved in cell interactions: mutations in Notch locus result in differentiation of all cells of the ventral and anterodorsal ectoderm into neuroblasts. In order to examine interrelations between cells of the normal and mutant phenotype, mosaic embryos were obtained. Procephalic regions of Drosophila trunk were most strongly affected in the experimental, as well as in the control, embryos. In control mosaics, the absence of anterodorsal ectoderm was accompanied by a decrease in the size of epipharyngeal ganglion, whereas Notch mosaics, in contrast, showed the expansion of epipharyngeal ganglion over dorsal ectoderm up to the posterior end of the embryo. Differentiation abnormalities of cells of the ventral ectoderm in Notch mosaics were rarer. Generally, the results of our experiments lead to a hypothesis about the presence of a certain threshold in the proportion between Notch cells and wild-type cells in ventral ectoderm. When this threshold value is exceeded, all cells of ventral ectoderm differentiate into neuroblasts.",1997,"I P Frolova, A I Ivanov, I P Frolova, A I Ivanov"
A mammalian homologue of the Drosophila retinal degeneration B gene: implications for the evolution of phototransduction mechanisms,9680295,10.1046/j.1365-4624.1997.00015.x,"Comparative analysis of homologous genes in distantly related species provides important insights into the evolution of complex physiological processes. The Drosophila retinal degeneration B (rdgB) gene encodes a protein involved in phototransduction in the fly. We have isolated a human gene, DRES9, and its murine homologue (Dres9), which show a high degree of similarity to the Drosophila rdgB gene. RNA in situ hybridization studies performed on mouse-embryo tissue sections at various developmental stages revealed that Dres9 is expressed at very high levels in the neural retina and in the central nervous system (CNS), similar to its Drosophila counterpart. The high level of sequence conservation and similarities in the expression patterns of rdgB and DRES9 during development in Drosophila and mammals indicate that Dres9 is the orthologue of RdgB, and strongly suggest a possible functional conservation of these proteins during evolution. DRES9 encodes a phosphatidylinositol-transfer protein, suggesting that phosphatidylinositol may have a role as an intracellular messenger in vertebrate phototransduction. The identification of this gene and the study of its expression pattern in mammals will help shed new light on the evolution of vision mechanisms and suggest DRES9 as a candidate gene for human retinopathies.",1997,"F Rubboli, A Bulfone, S Bogni, A Marchitiello, M Zollo, G Borsani, A Ballabio, S Banfi, F Rubboli, A Bulfone, S Bogni, A Marchitiello, M Zollo, G Borsani, A Ballabio, S Banfi"
"Drosophila MAD, a member of the Smad family, translocates to the nucleus upon stimulation of the dpp pathway",9299558,10.1006/bbrc.1997.7353,"Smads are a novel group of proteins which act to mediate signaling by members of the TGF-beta superfamily. Seven vertebrate Smad genes, which fall into three classes, have been reported. Members of the Class I Smads have been shown to bind to the cytoplasmic portion of the TGF-beta like receptors, where they become phosphorylated and translocate to the nucleus. Once in the nucleus they may function as transcriptional activators. We wondered if translocation to the nucleus is a general property of the Smads and whether it was evolutionarily conserved. We examined the subcellular localization of Drosophila MAD and found that it is capable of nuclear translocation, in Drosophila S2 cells, when the dpp pathway is stimulated. To prove the functional conservation of receptor/Smad interactions, we used the mouse BMP type I receptor ALK6 to stimulate the pathway and found that it is capable of sending MAD to the nucleus. These results show that cytoplasmic localization with translocation to the nucleus upon stimulation is a feature of the Smads that is conserved through evolution.",1997,"L L Maduzia, R W Padgett, L L Maduzia, R W Padgett"
Proneural function of neurogenic genes in the developing Drosophila eye,9016706,10.1016/s0960-9822(06)00056-x,"Background:
        
      
      . Intercellular signals are major determinants of cell fate during development. Certain signals and receptors are important for many different cell-fate decisions, suggesting that cellular responses to similar signals change during development. Few transitions between such distinct cellular responses have been studied. The Drosophila genes Notch and hedgehog function during intracellular signaling at various stages of development. In the specific case of development of the Drosophila eye, expression of the proneural gene atonal is induced in response to Hedgehog signaling and then becomes subject to autoregulation. The receptor protein Notch has previously been reported to function in the selection of single founder photoreceptor cells (R8 cells) by inhibiting atonal expression. On this basis, complete elimination of Notch gene function would be expected to cause neural hyperplasia in the eye.
    


          Results:
        
      
      . Contrary to expectation, we detect a reduction in neural differentiation both in cells expressing a conditional Notch allele and in those lacking expression of either Notch or its ligand Delta. We show here that Notch signaling acts after the initial Hedgehog-driven expression of atonal to enhance proneural competence of the atonal-expressing cells and also to terminate their response to the Hedgehog signals. This occurs before the Notch-induced lateral inhibition of atonal expression within the same cells.
    


          Conclusion:
        
      
      . Notch has sequentially opposite effects on the same cells, by first promoting and then inhibiting proneural gene function. This apparently paradoxical sequence of events has two possible consequences. Firstly, coupling of alternative cellular responses to the same receptor may prevent them from occurring simultaneously. Secondly, consecutive regulatory processes become temporally coupled, so that these events follow on from each other, without gaps or overlaps.",1997,"N E Baker, S Y Yu, N E Baker, S Y Yu"
Cloning and sequencing of ribosomal protein L27a and a gene similar to human GS1 in Drosophila,9055824,10.1016/s0378-1119(96)00656-7,"Two closely linked genes were identified and characterized in the 24F region on the left arm of chromosome 2 in Drosophila. One cDNA predicts a protein of 231 amino acids, with a molecular mass of 25.7 kDa. The predicted amino-acid sequence of this protein is 47.2% identical to that of the previously reported human GS1 protein, which is encoded by a gene that is of interest because it is one of the few X-linked genes that escapes X-inactivation. We have accordingly named our gene GS1like (GS1l). The second cDNA begins 383 bp proximal to the first. This cDNA encodes a protein of a predicted 149 amino acids and a molecular mass of 17.0 kDa. This protein represents a homolog of ribosomal protein L27a; thus, we have named the gene RpL27a. This gene might be responsible for the Minute mutation located at 24F. An rpL27a gene was previously localized to 87F/88A; thus, this gene might be present in two locations in Drosophila.",1997,"H Soehnge, X Huang, M Becker, D Conover, M Stern, H Soehnge, X Huang, M Becker, D Conover, M Stern"
Binding of high-risk human papillomavirus E6 oncoproteins to the human homologue of the Drosophila discs large tumor suppressor protein,9326658,10.1073/pnas.94.21.11612,"In the majority of cervical cancers, DNAs of high-risk mucosotpropic human papillomaviruses (HPVs), such as type 16, are maintained so as to express two viral proteins, E6 and E7, suggesting an essential importance to carcinogenesis. The high-risk HPV E6 proteins are known to inactivate p53 tumor suppressor protein but appear to have an additional, molecularly unknown function(s). In this study, we demonstrate that these E6 proteins can bind to the second PDZ domain of the human homologue of the Drosophila discs large tumor suppressor protein (hDLG) through their C-terminal XS/TXV/L (where X represents any amino acid, S/T serine or threonine, and V/L valine or leucine) motif. This finding is similar to the interaction between the adenomatous polyposis coli gene product and hDLG. E6 mutants losing the ability to bind to hDLG are no longer able to induce E6-dependent transformation of rodent cells. These results suggest an intriguing possibility that interaction between the E6 protein and hDLG or other PDZ domain-containing proteins could be an underlying mechanism in the development of HPV-associated cancers.",1997,"T Kiyono, A Hiraiwa, M Fujita, Y Hayashi, T Akiyama, M Ishibashi, T Kiyono, A Hiraiwa, M Fujita, Y Hayashi, T Akiyama, M Ishibashi"
